0,0,volt,time,,,,,,
1.451612903,297,1.451612903,0.546264528,,,,,,
1.446725318,296,1.446725318,0.550973703,,,,,,
1.461388074,299,1.461388074,0.555682878,,,,,,
1.480938416,303,1.480938416,0.560392053,,,,,,
1.500488759,307,1.500488759,0.565101228,,,,,,
1.490713587,305,1.490713587,0.569810403,,,,,,
1.505376344,308,1.505376344,0.574519578,,,,,,
1.515151515,310,1.515151515,0.579228753,,,,,,
1.529814272,313,1.529814272,0.583937928,,,,,,
1.544477028,316,1.544477028,0.588647103,,,,,,
1.554252199,318,1.554252199,0.593356278,,,,,,
1.520039101,311,1.520039101,0.598065453,,,,,,
1.505376344,308,1.505376344,0.602774628,,,,,,
1.485826002,304,1.485826002,0.607483803,,,,,,
1.490713587,305,1.490713587,0.612192978,,,,,,
1.524926686,312,1.524926686,0.616902153,,,,,,
1.534701857,314,1.534701857,0.621611328,,,,,,
1.544477028,316,1.544477028,0.626320503,,,,,,
1.544477028,316,1.544477028,0.631029678,,,,,,
1.549364614,317,1.549364614,0.635738853,,,,,,
1.534701857,314,1.534701857,0.640448028,,,,,,
1.520039101,311,1.520039101,0.645157203,,,,,,
1.515151515,310,1.515151515,0.649866378,,,,,,
1.568914956,321,1.568914956,0.654575553,,,,,,
1.578690127,323,1.578690127,0.659284728,,,,,,
1.529814272,313,1.529814272,0.663993903,,,,,,
1.520039101,311,1.520039101,0.668703078,,,,,,
1.539589443,315,1.539589443,0.673412253,,,,,,
1.534701857,314,1.534701857,0.678121428,,,,,,
1.505376344,308,1.505376344,0.682830603,,,,,,
1.51026393,309,1.51026393,0.687539778,,,,,,
1.495601173,306,1.495601173,0.692248953,,,,,,
1.505376344,308,1.505376344,0.696958128,,,,,,
1.544477028,316,1.544477028,0.701667303,,,,,,
1.568914956,321,1.568914956,0.706376478,,,,,,
1.56402737,320,1.56402737,0.711085653,,,,,,
1.534701857,314,1.534701857,0.715794828,,,,,,
1.559139785,319,1.559139785,0.720504003,,,,,,
1.578690127,323,1.578690127,0.725213178,,,,,,
1.544477028,316,1.544477028,0.729922353,,,,,,
1.559139785,319,1.559139785,0.734631528,,,,,,
1.56402737,320,1.56402737,0.739340703,,,,,,
1.559139785,319,1.559139785,0.744049878,,,,,,
1.588465298,325,1.588465298,0.748759053,,,,,,
1.593352884,326,1.593352884,0.753468228,,,,,,
1.568914956,321,1.568914956,0.758177403,,,,,,
1.544477028,316,1.544477028,0.762886578,,,,,,
1.56402737,320,1.56402737,0.767595753,,,,,,
1.56402737,320,1.56402737,0.772304928,,,,,,
1.568914956,321,1.568914956,0.777014103,,,,,,
1.583577713,324,1.583577713,0.781723278,,,,,,
1.598240469,327,1.598240469,0.786432453,,,,,,
1.647116325,337,1.647116325,0.791141628,,,,,,
1.647116325,337,1.647116325,0.795850803,,,,,,
1.642228739,336,1.642228739,0.800559978,,,,,,
1.65200391,338,1.65200391,0.805269153,,,,,,
1.661779081,340,1.661779081,0.809978328,,,,,,
1.705767351,349,1.705767351,0.814687503,,,,,,
1.73998045,356,1.73998045,0.819396678,,,,,,
1.725317693,353,1.725317693,0.824105853,,,,,,
1.681329423,344,1.681329423,0.828815028,,,,,,
1.656891496,339,1.656891496,0.833524203,,,,,,
1.622678397,332,1.622678397,0.838233378,,,,,,
1.632453568,334,1.632453568,0.842942553,,,,,,
1.632453568,334,1.632453568,0.847651728,,,,,,
1.60801564,329,1.60801564,0.852360903,,,,,,
1.60801564,329,1.60801564,0.857070078,,,,,,
1.60801564,329,1.60801564,0.861779253,,,,,,
1.622678397,332,1.622678397,0.866488428,,,,,,
1.598240469,327,1.598240469,0.871197603,,,,,,
1.56402737,320,1.56402737,0.875906778,,,,,,
1.573802542,322,1.573802542,0.880615953,,,,,,
1.593352884,326,1.593352884,0.885325128,,,,,,
1.583577713,324,1.583577713,0.890034303,,,,,,
1.573802542,322,1.573802542,0.894743478,,,,,,
1.598240469,327,1.598240469,0.899452653,,,,,,
1.617790811,331,1.617790811,0.904161828,,,,,,
1.578690127,323,1.578690127,0.908871003,,,,,,
1.578690127,323,1.578690127,0.913580178,,,,,,
1.60801564,329,1.60801564,0.918289353,,,,,,
1.622678397,332,1.622678397,0.922998528,,,,,,
1.622678397,332,1.622678397,0.927707703,,,,,,
1.65200391,338,1.65200391,0.932416878,,,,,,
1.647116325,337,1.647116325,0.937126053,,,,,,
1.60801564,329,1.60801564,0.941835228,,,,,,
1.598240469,327,1.598240469,0.946544403,,,,,,
1.666666667,341,1.666666667,0.951253578,,,,,,
1.749755621,358,1.749755621,0.955962753,,,,,,
1.979472141,405,1.979472141,0.960671928,,,,,,
2.346041056,480,2.346041056,0.965381103,,,,1.794196,,
2.697947214,552,2.697947214,0.970090278,,,,-0.970090278,,
2.986314761,611,2.986314761,0.974799453,,,,0.824105722,,
2.942326491,602,2.942326491,0.979508628,,,,,,
2.556207234,523,2.556207234,0.984217803,,,,,72.8061927,BPM
2.140762463,438,2.140762463,0.988926978,,,,,,
1.798631476,368,1.798631476,0.993636153,,,,,,
1.588465298,325,1.588465298,0.998345328,,,,,,
1.534701857,314,1.534701857,1.003054503,,,,,,
1.612903226,330,1.612903226,1.007763678,,,,,,
1.656891496,339,1.656891496,1.012472853,,,,,,
1.647116325,337,1.647116325,1.017182028,,,,,,
1.642228739,336,1.642228739,1.021891203,,,,,,
1.656891496,339,1.656891496,1.026600378,,,,,,
1.666666667,341,1.666666667,1.031309553,,,,,,
1.647116325,337,1.647116325,1.036018728,,,,,,
1.656891496,339,1.656891496,1.040727903,,,,,,
1.661779081,340,1.661779081,1.045437078,,,,,,
1.676441838,343,1.676441838,1.050146253,,,,,,
1.715542522,351,1.715542522,1.054855428,,,,,,
1.710654936,350,1.710654936,1.059564603,,,,,,
1.720430108,352,1.720430108,1.064273778,,,,,,
1.744868035,357,1.744868035,1.068982953,,,,,,
1.715542522,351,1.715542522,1.073692128,,,,,,
1.715542522,351,1.715542522,1.078401303,,,,,,
1.769305963,362,1.769305963,1.083110478,,,,,,
1.764418377,361,1.764418377,1.087819653,,,,,,
1.759530792,360,1.759530792,1.092528828,,,,,,
1.754643206,359,1.754643206,1.097238003,,,,,,
1.798631476,368,1.798631476,1.101947178,,,,,,
1.832844575,375,1.832844575,1.106656353,,,,,,
1.827956989,374,1.827956989,1.111365528,,,,,,
1.808406647,370,1.808406647,1.116074703,,,,,,
1.83773216,376,1.83773216,1.120783878,,,,,,
1.88172043,385,1.88172043,1.125493053,,,,,,
1.867057674,382,1.867057674,1.130202228,,,,,,
1.906158358,390,1.906158358,1.134911403,,,,,,
1.964809384,402,1.964809384,1.139620578,,,,,,
2.028347996,415,2.028347996,1.144329753,,,,,,
1.999022483,409,1.999022483,1.149038928,,,,,,
2.028347996,415,2.028347996,1.153748103,,,,,,
2.028347996,415,2.028347996,1.158457278,,,,,,
2.057673509,421,2.057673509,1.163166453,,,,,,
2.057673509,421,2.057673509,1.167875628,,,,,,
2.101661779,430,2.101661779,1.172584803,,,,,,
2.086999022,427,2.086999022,1.177293978,,,,,,
2.043010753,418,2.043010753,1.182003153,,,,,,
1.974584555,404,1.974584555,1.186712328,,,,,,
1.935483871,396,1.935483871,1.191421503,,,,,,
1.88172043,385,1.88172043,1.196130678,,,,,,
1.798631476,368,1.798631476,1.200839853,,,,,,
1.754643206,359,1.754643206,1.205549028,,,,,,
1.69599218,347,1.69599218,1.210258203,,,,,,
1.656891496,339,1.656891496,1.214967378,,,,,,
1.578690127,323,1.578690127,1.219676553,,,,,,
1.529814272,313,1.529814272,1.224385728,,,,,,
1.524926686,312,1.524926686,1.229094903,,,,,,
1.520039101,311,1.520039101,1.233804078,,,,,,
1.490713587,305,1.490713587,1.238513253,,,,,,
1.480938416,303,1.480938416,1.243222428,,,,,,
1.500488759,307,1.500488759,1.247931603,,,,,,
1.480938416,303,1.480938416,1.252640778,,,,,,
1.446725318,296,1.446725318,1.257349953,,,,,,
1.402737048,287,1.402737048,1.262059128,,,,,,
1.427174976,292,1.427174976,1.266768303,,,,,,
1.471163245,301,1.471163245,1.271477478,,,,,,
1.480938416,303,1.480938416,1.276186653,,,,,,
1.495601173,306,1.495601173,1.280895828,,,,,,
1.520039101,311,1.520039101,1.285605003,,,,,,
1.515151515,310,1.515151515,1.290314178,,,,,,
1.520039101,311,1.520039101,1.295023353,,,,,,
1.515151515,310,1.515151515,1.299732528,,,,,,
1.495601173,306,1.495601173,1.304441703,,,,,,
1.495601173,306,1.495601173,1.309150878,,,,,,
1.490713587,305,1.490713587,1.313860053,,,,,,
1.490713587,305,1.490713587,1.318569228,,,,,,
1.515151515,310,1.515151515,1.323278403,,,,,,
1.534701857,314,1.534701857,1.327987578,,,,,,
1.520039101,311,1.520039101,1.332696753,,,,,,
1.534701857,314,1.534701857,1.337405928,,,,,,
1.524926686,312,1.524926686,1.342115103,,,,,,
1.534701857,314,1.534701857,1.346824278,,,,,,
1.524926686,312,1.524926686,1.351533453,,,,,,
1.559139785,319,1.559139785,1.356242628,,,,,,
1.549364614,317,1.549364614,1.360951803,,,,,,
1.524926686,312,1.524926686,1.365660978,,,,,,
1.524926686,312,1.524926686,1.370370153,,,,,,
1.559139785,319,1.559139785,1.375079328,,,,,,
1.549364614,317,1.549364614,1.379788503,,,,,,
1.490713587,305,1.490713587,1.384497678,,,,,,
1.51026393,309,1.51026393,1.389206853,,,,,,
1.524926686,312,1.524926686,1.393916028,,,,,,
1.529814272,313,1.529814272,1.398625203,,,,,,
1.529814272,313,1.529814272,1.403334378,,,,,,
1.490713587,305,1.490713587,1.408043553,,,,,,
1.515151515,310,1.515151515,1.412752728,,,,,,
1.539589443,315,1.539589443,1.417461903,,,,,,
1.554252199,318,1.554252199,1.422171078,,,,,,
1.573802542,322,1.573802542,1.426880253,,,,,,
1.583577713,324,1.583577713,1.431589428,,,,,,
1.559139785,319,1.559139785,1.436298603,,,,,,
1.544477028,316,1.544477028,1.441007778,,,,,,
1.568914956,321,1.568914956,1.445716953,,,,,,
1.549364614,317,1.549364614,1.450426128,,,,,,
1.529814272,313,1.529814272,1.455135303,,,,,,
1.539589443,315,1.539589443,1.459844478,,,,,,
1.539589443,315,1.539589443,1.464553653,,,,,,
1.539589443,315,1.539589443,1.469262828,,,,,,
1.56402737,320,1.56402737,1.473972003,,,,,,
1.56402737,320,1.56402737,1.478681178,,,,,,
1.549364614,317,1.549364614,1.483390353,,,,,,
1.544477028,316,1.544477028,1.488099528,,,,,,
1.549364614,317,1.549364614,1.492808703,,,,,,
1.568914956,321,1.568914956,1.497517878,,,,,,
1.593352884,326,1.593352884,1.502227053,,,,,,
1.554252199,318,1.554252199,1.506936228,,,,,,
1.573802542,322,1.573802542,1.511645403,,,,,,
1.627565982,333,1.627565982,1.516354578,,,,,,
1.642228739,336,1.642228739,1.521063753,,,,,,
1.573802542,322,1.573802542,1.525772928,,,,,,
1.554252199,318,1.554252199,1.530482103,,,,,,
1.568914956,321,1.568914956,1.535191278,,,,,,
1.617790811,331,1.617790811,1.539900453,,,,,,
1.60801564,329,1.60801564,1.544609628,,,,,,
1.573802542,322,1.573802542,1.549318803,,,,,,
1.593352884,326,1.593352884,1.554027978,,,,,,
1.583577713,324,1.583577713,1.558737153,,,,,,
1.578690127,323,1.578690127,1.563446328,,,,,,
1.598240469,327,1.598240469,1.568155503,,,,,,
1.627565982,333,1.627565982,1.572864678,,,,,,
1.60801564,329,1.60801564,1.577573853,,,,,,
1.588465298,325,1.588465298,1.582283028,,,,,,
1.598240469,327,1.598240469,1.586992203,,,,,,
1.637341153,335,1.637341153,1.591701378,,,,,,
1.656891496,339,1.656891496,1.596410553,,,,,,
1.656891496,339,1.656891496,1.601119728,,,,,,
1.60801564,329,1.60801564,1.605828903,,,,,,
1.60801564,329,1.60801564,1.610538078,,,,,,
1.603128055,328,1.603128055,1.615247253,,,,,,
1.632453568,334,1.632453568,1.619956428,,,,,,
1.676441838,343,1.676441838,1.624665603,,,,,,
1.725317693,353,1.725317693,1.629374778,,,,,,
1.686217009,345,1.686217009,1.634083953,,,,,,
1.676441838,343,1.676441838,1.638793128,,,,,,
1.69599218,347,1.69599218,1.643502303,,,,,,
1.720430108,352,1.720430108,1.648211478,,,,,,
1.681329423,344,1.681329423,1.652920653,,,,,,
1.681329423,344,1.681329423,1.657629828,,,,,,
1.676441838,343,1.676441838,1.662339003,,,,,,
1.642228739,336,1.642228739,1.667048178,,,,,,
1.627565982,333,1.627565982,1.671757353,,,,,,
1.627565982,333,1.627565982,1.676466528,,,,,,
1.632453568,334,1.632453568,1.681175703,,,,,,
1.60801564,329,1.60801564,1.685884878,,,,,,
1.612903226,330,1.612903226,1.690594053,,,,,,
1.647116325,337,1.647116325,1.695303228,,,,,,
1.622678397,332,1.622678397,1.700012403,,,,,,
1.632453568,334,1.632453568,1.704721578,,,,,,
1.612903226,330,1.612903226,1.709430753,,,,,,
1.588465298,325,1.588465298,1.714139928,,,,,,
1.578690127,323,1.578690127,1.718849103,,,,,,
1.588465298,325,1.588465298,1.723558278,,,,,,
1.588465298,325,1.588465298,1.728267453,,,,,,
1.632453568,334,1.632453568,1.732976628,,,,,,
1.661779081,340,1.661779081,1.737685803,,,,,,
1.65200391,338,1.65200391,1.742394978,,,,,,
1.632453568,334,1.632453568,1.747104153,,,,,,
1.661779081,340,1.661779081,1.751813328,,,,,,
1.681329423,344,1.681329423,1.756522503,,,,,,
1.676441838,343,1.676441838,1.761231678,,,,,,
1.676441838,343,1.676441838,1.765940853,,,,,,
1.725317693,353,1.725317693,1.770650028,,,,,,
1.818181818,372,1.818181818,1.775359203,,,,,,
2.072336266,424,2.072336266,1.780068378,,,,,,
2.419354839,495,2.419354839,1.784777553,,,,,,
2.790811339,571,2.790811339,1.789486728,,,,,,
2.966764418,607,2.966764418,1.794195903,,,,1.794195903,,
2.815249267,576,2.815249267,1.798905078,,,,,,
2.478005865,507,2.478005865,1.803614253,,,,,,
2.096774194,429,2.096774194,1.808323428,,,,,,
1.715542522,351,1.715542522,1.813032603,,,,,,
1.544477028,316,1.544477028,1.817741778,,,,,,
1.612903226,330,1.612903226,1.822450953,,,,,,
1.647116325,337,1.647116325,1.827160128,,,,,,
1.676441838,343,1.676441838,1.831869303,,,,,,
1.69599218,347,1.69599218,1.836578478,,,,,,
1.730205279,354,1.730205279,1.841287653,,,,,,
1.715542522,351,1.715542522,1.845996828,,,,,,
1.681329423,344,1.681329423,1.850706003,,,,,,
1.632453568,334,1.632453568,1.855415178,,,,,,
1.647116325,337,1.647116325,1.860124353,,,,,,
1.647116325,337,1.647116325,1.864833528,,,,,,
1.656891496,339,1.656891496,1.869542703,,,,,,
1.676441838,343,1.676441838,1.874251878,,,,,,
1.715542522,351,1.715542522,1.878961053,,,,,,
1.730205279,354,1.730205279,1.883670228,,,,,,
1.715542522,351,1.715542522,1.888379403,,,,,,
1.715542522,351,1.715542522,1.893088578,,,,,,
1.749755621,358,1.749755621,1.897797753,,,,,,
1.754643206,359,1.754643206,1.902506928,,,,,,
1.779081134,364,1.779081134,1.907216103,,,,,,
1.813294233,371,1.813294233,1.911925278,,,,,,
1.818181818,372,1.818181818,1.916634453,,,,,,
1.788856305,366,1.788856305,1.921343628,,,,,,
1.798631476,368,1.798631476,1.926052803,,,,,,
1.813294233,371,1.813294233,1.930761978,,,,,,
1.857282502,380,1.857282502,1.935471153,,,,,,
1.867057674,382,1.867057674,1.940180328,,,,,,
1.862170088,381,1.862170088,1.944889503,,,,,,
1.88172043,385,1.88172043,1.949598678,,,,,,
1.930596285,395,1.930596285,1.954307853,,,,,,
1.930596285,395,1.930596285,1.959017028,,,,,,
1.955034213,400,1.955034213,1.963726203,,,,,,
1.994134897,408,1.994134897,1.968435378,,,,,,
2.023460411,414,2.023460411,1.973144553,,,,,,
2.028347996,415,2.028347996,1.977853728,,,,,,
2.077223851,425,2.077223851,1.982562903,,,,,,
2.11143695,432,2.11143695,1.987272078,,,,,,
2.150537634,440,2.150537634,1.991981253,,,,,,
2.126099707,435,2.126099707,1.996690428,,,,,,
2.086999022,427,2.086999022,2.001399603,,,,,,
2.043010753,418,2.043010753,2.006108778,,,,,,
1.989247312,407,1.989247312,2.010817953,,,,,,
1.886608016,386,1.886608016,2.015527128,,,,,,
1.823069404,373,1.823069404,2.020236303,,,,,,
1.759530792,360,1.759530792,2.024945478,,,,,,
1.681329423,344,1.681329423,2.029654653,,,,,,
1.60801564,329,1.60801564,2.034363828,,,,,,
1.559139785,319,1.559139785,2.039073003,,,,,,
1.573802542,322,1.573802542,2.043782178,,,,,,
1.515151515,310,1.515151515,2.048491353,,,,,,
1.46627566,300,1.46627566,2.053200528,,,,,,
1.46627566,300,1.46627566,2.057909703,,,,,,
1.480938416,303,1.480938416,2.062618878,,,,,,
1.485826002,304,1.485826002,2.067328053,,,,,,
1.490713587,305,1.490713587,2.072037228,,,,,,
1.51026393,309,1.51026393,2.076746403,,,,,,
1.539589443,315,1.539589443,2.081455578,,,,,,
1.500488759,307,1.500488759,2.086164753,,,,,,
1.446725318,296,1.446725318,2.090873928,,,,,,
1.432062561,293,1.432062561,2.095583103,,,,,,
1.46627566,300,1.46627566,2.100292278,,,,,,
1.46627566,300,1.46627566,2.105001453,,,,,,
1.485826002,304,1.485826002,2.109710628,,,,,,
1.529814272,313,1.529814272,2.114419803,,,,,,
1.544477028,316,1.544477028,2.119128978,,,,,,
1.524926686,312,1.524926686,2.123838153,,,,,,
1.51026393,309,1.51026393,2.128547328,,,,,,
1.529814272,313,1.529814272,2.133256503,,,,,,
1.539589443,315,1.539589443,2.137965678,,,,,,
1.520039101,311,1.520039101,2.142674853,,,,,,
1.529814272,313,1.529814272,2.147384028,,,,,,
1.583577713,324,1.583577713,2.152093203,,,,,,
1.593352884,326,1.593352884,2.156802378,,,,,,
1.56402737,320,1.56402737,2.161511553,,,,,,
1.500488759,307,1.500488759,2.166220728,,,,,,
1.529814272,313,1.529814272,2.170929903,,,,,,
